Pathway,Correlation_AR,Correlation_ARNTL,Correlation_ATF1,Correlation_ATF2,Correlation_ATF4,Correlation_BACH1,Correlation_CDX2,Correlation_CEBPA,Correlation_CEBPB,Correlation_CEBPD,Correlation_CREB1,Correlation_CTCF,Correlation_E2F1,Correlation_E2F2,Correlation_E2F3,Correlation_E2F4,Correlation_EGR1,Correlation_ELK1,Correlation_EPAS1,Correlation_ERG,Correlation_ESR1,Correlation_ESR2,Correlation_ETS1,Correlation_ETS2,Correlation_ETV4,Correlation_FLI1,Correlation_FOS,Correlation_FOSL1,Correlation_FOSL2,Correlation_FOXA1,Correlation_FOXL2,Correlation_FOXM1,Correlation_FOXO1,Correlation_FOXO3,Correlation_FOXO4,Correlation_FOXP1,Correlation_GATA1,Correlation_GATA2,Correlation_GATA3,Correlation_GLI2,Correlation_HIF1A,Correlation_HNF1A,Correlation_HNF4A,Correlation_IRF1,Correlation_IRF9,Correlation_JUN,Correlation_JUND,Correlation_KLF4,Correlation_KMT2A,Correlation_LEF1,Correlation_MITF,Correlation_MYB,Correlation_MYC,Correlation_MYCN,Correlation_NFATC2,Correlation_NFE2L2,Correlation_NFIC,Correlation_NFKB1,Correlation_NFKB2,Correlation_NR2F2,Correlation_NR5A1,Correlation_PAX6,Correlation_PAX8,Correlation_PGR,Correlation_POU2F1,Correlation_PPARA,Correlation_PPARG,Correlation_PRDM14,Correlation_RARA,Correlation_REL,Correlation_RELA,Correlation_RELB,Correlation_REST,Correlation_RFX5,Correlation_RUNX1,Correlation_RXRA,Correlation_SMAD3,Correlation_SMAD4,Correlation_SOX10,Correlation_SOX2,Correlation_SOX9,Correlation_SP1,Correlation_SP3,Correlation_SPI1,Correlation_SREBF1,Correlation_SREBF2,Correlation_SRF,Correlation_STAT1,Correlation_STAT2,Correlation_STAT3,Correlation_STAT5A,Correlation_STAT5B,Correlation_STAT6,Correlation_TAL1,Correlation_TCF7L2,Correlation_TFAP2A,Correlation_TFAP2C,Correlation_TP53,Correlation_TP63,Correlation_TWIST1,Correlation_USF1,Correlation_USF2,Correlation_VDR,Correlation_WT1,Correlation_YY1,Correlation_ZNF263
Pyruvate Metabolism,-0.022500010830345425,-0.02209142995661654,-0.023163880260159083,0.014844235432195756,0.04662177937713581,0.030260259153589847,0.15426406143721022,-0.04999060728936744,0.0060600289495698545,0.015329892976629511,0.05094500965645758,-0.09454212040699195,-0.053834094688388776,-0.02261408201454441,-0.04931434023326625,-0.06240903572531167,-0.05578416674537362,-0.04844145004047044,-0.030447161281338,-0.053324264859788764,-0.04127261292402488,-0.0012303509726167494,-0.06212283221500474,-0.0009500688392673929,-0.09999592440983092,0.03764025109906727,-0.05267619618899353,0.022654728493478934,-0.031569564401804015,0.10619462838627072,0.008417938561447614,-0.07049666466016191,0.036253439616884535,-0.04432549442068764,0.038439823978144515,0.03027925590957544,-0.037969088580208,0.058744509089408925,0.017285968117995452,0.024581344702964934,-0.08280250534898258,0.14810228671445722,0.09380076649747399,-0.047443329172723044,-0.06440846800362839,-0.05621795759453413,-0.04751194377148245,0.05050229787373012,0.026144383719423594,-0.008553972632646288,0.007785910784783773,0.00763613853001887,-0.007049642196951735,-0.018928818474170373,0.01075547873838838,0.04239444815649625,0.09452962826208405,-0.0297678603415097,0.05212256538968624,-0.07837320723713738,0.10874483159488404,-0.05154475723344903,-0.05680313731219445,0.02132680756364662,-0.023668966117315914,-0.008747629777540228,0.03165984156194979,-0.05634775590746436,-0.0013514340344530028,-0.016591280217925587,-0.01610314113947225,-0.05490188969902636,0.0666114459582362,0.051225526930544725,0.04318768407601972,0.0658766202211512,-0.048337141235960966,-0.04713442074816377,0.0005954739223301464,-0.06795628158331163,0.07486653603305517,-0.04206940984624041,-0.06903831356480525,-0.07695900637873197,0.03800179284134336,0.07265130189211218,-0.06876512971538289,-0.08001316640128417,-0.06269409924746687,-0.05071292321898424,-0.03354970306845541,-0.02207049587244392,-0.053947159357317746,-0.0608575139609375,-0.063167148780055,-0.06453832943491039,0.11900619656888299,-0.02927565491474695,-0.02594924846235617,0.008627983061633806,-0.042525819685287285,-0.042172107738444806,0.05807567082637469,-0.05870860384305868,-0.03852814400672927,0.07079223497984727
Retinol Metabolism,-0.06432469413213981,-0.01738833652415419,-0.05599910086774918,-0.010432204540558763,0.059884576722561936,0.050135172153951475,0.13514463043384545,-0.09399039609707154,0.011425828431038438,-0.009509370424085792,0.061287416014022045,-0.09926877591463608,-0.0685547395425565,-0.02123688299765895,-0.04182078068829866,-0.09118269590038729,-0.07999868326935188,-0.047026630468097234,-0.02201750696751421,-0.046328636816341105,-0.07859945401831411,-0.020356159937320154,-0.08888101029651055,-0.02342468798179923,-0.09079141416836736,0.04219439647649542,-0.0548372802976776,0.0019784910570756447,-0.0896667241544644,0.042349601171121,0.05193653647440344,-0.10196955447694366,0.013649895238923796,-0.09194574275412572,0.01702870872803868,0.05771799721597759,-0.010762767111742714,-0.00461160107840765,-0.030254625319514443,-0.04570111752703313,-0.08266409070038006,0.11434187970956715,0.07585375332234792,-0.02361843178728231,-0.058634985603970735,-0.058253460534560264,-0.05690867242801413,0.003000647456034241,0.043335926916558035,-0.048320153223320075,-0.01026359446707861,0.04465211730478676,-0.011077419586396143,-0.05730121043025254,0.02084554003187549,0.09067246539535123,0.04940393083381156,-0.03138311569187769,0.054701081667954,-0.010854640509741028,0.1206256781896786,-0.018652856958376714,0.016784699175299043,-0.012360973598487427,-0.05642606966428344,-0.006355036154045356,0.05767893226607535,-0.04601025406879302,-0.013207912196872285,-0.02445311338836596,-0.022592872543975018,-0.059506543555428636,0.018562978209203832,0.026870810065056032,0.03048869987139583,0.04035303739917284,-0.04556842718966143,-0.054678688633139454,-0.014931466023224312,-0.08243289150282058,0.007104605208801387,-0.07606405406177337,-0.06607639599238269,-0.045218177839862074,-0.022210751352312152,0.006409632893359988,-0.08647041547573164,-0.07703468394973446,-0.0656949818344318,-0.06516558861411961,-0.05359843370521611,-0.0557927533389218,-0.06678718849885763,-0.04065585295198638,-0.09448889145327266,-0.08736575217581964,0.09358098281726389,-0.06398441276043733,-0.05239791078169139,0.01943483720186884,-0.06817115184213775,-0.05992787061305348,0.05413154746038225,-0.032928602473751754,-0.0871654600704037,0.03544157232516746
Riboflavin Metabolism,0.007765483622151296,0.0030891838047949448,-0.0055253181588009945,0.04473537219446068,0.060875729479758986,0.04190726051964407,0.11271188335674498,-0.002848684668578051,0.01660552943809028,0.012167804475064745,0.07060836037133868,-0.03385436795096561,-0.07447209920310394,-0.07602433165583322,-0.0888284991864168,-0.09351368842161575,-0.014680197270871276,0.024919236326742603,-0.003569537603697645,-0.0006383920695315001,-0.0056357375153110595,0.061278352424728746,-0.02729310810565576,-0.0012234331937665335,-0.03482518090953438,0.045713296907937725,-0.009186123667463852,0.05945182492290926,0.014516216433752002,0.10843636517762043,0.028286791953635326,-0.05786216355066413,0.05052773432170464,-0.0036562726712213688,0.06099646365814684,0.02207284686142595,-0.02056295158908743,-0.046790588219281,0.05725123267765045,-0.03749171502374772,-0.031904247425451324,0.11636884549517118,0.10618429023016937,-0.026457963120134414,-0.0050699809247604505,-0.013320050642258878,-0.03211449422559538,0.021408515803733562,0.009927128332879065,-0.022496027339841847,0.06897778557728163,-0.014118390136609666,-0.03135513482625009,-0.06300440807310273,0.016222014604964204,0.12251248683826499,0.025984328306441117,-0.008919625555736645,-0.007407744014085144,-0.01618308826243038,0.05614142217756063,-0.018227069258753007,-0.08298253374227593,0.002856525020358089,0.0027935686111072305,0.023627752335562476,0.06899036556475757,-0.04757892170625899,0.03814966393141332,0.022776381700613066,-0.0013794519154679136,-0.027811881439375928,0.06766022753366141,0.06984105239039679,0.10107594973829954,0.04307026907756297,0.02178758294034553,0.0020715672737111196,0.038776670350787204,-0.03046868190563418,0.07623005098908084,-0.00011442136103798073,-0.010163332557330866,-0.020591506124525642,-0.003964536526061265,0.001985878764293403,-0.030547476793430034,-0.03851033402279621,-0.008702299932670104,0.011276876816952962,0.0203147174731345,0.03980808976150019,-0.01054452846833475,-0.060635296772731245,-0.026920314907023624,-0.014095971394652303,0.117110619993539,0.007505771419025965,-0.017340822072635854,0.013833038154191468,-0.020403370944068296,-0.018181397990084714,0.054859410272883505,-0.03488661878841255,-0.033836881016389625,0.0499434117096089
Selenoamino Acid Metabolism,-0.003318619494665781,0.006958548436345141,-0.0359259435994963,0.015396588798000984,0.020120500691203358,-0.033719568501920476,0.12893796377242572,-0.0571251056415357,-0.03580939913961888,-0.00656647820336001,-0.004129056680144426,-0.06908574885537098,-0.026189730492431514,-0.03617868588627511,-0.049171715539991175,-0.04720519018911361,-0.049044530711015076,-0.05112419558161415,-0.02358102870301298,-0.10629158734012083,-0.050531341599853674,-0.03748293630942745,-0.09536605927735944,0.03381217778418345,-0.13848700506320394,0.03810161889831578,-0.06722756181201472,-0.053638350560865966,-0.049705767667532263,0.11375984659045173,-0.026682770604787364,-0.041539035826834436,0.08663674635903887,-0.031166365569447206,0.0745238242177175,-0.02158485403673783,-0.04720608278309232,0.06571502357397659,2.5473322198280024e-05,0.06578052383283392,-0.11510076303624965,0.11769382820474764,0.09531062561355,-0.06347429437326976,-0.0699785896339836,-0.08870483114312144,-0.09438968392405322,0.049878459675817985,0.05025257197143296,-0.03598752544634406,-0.003311711198543208,-0.029460241447220415,-0.013526762807423987,0.01715222148866183,-0.012950770508886943,-0.08680883775468246,0.12214498899371903,-0.06774778131100341,0.11805561544770742,-0.08538007085999363,0.10240974116086363,-0.06905801934917245,-0.05950863997359268,0.05427154419865153,-0.05058767124342831,-0.00414722838964407,0.05962581468543362,-0.00718339511276971,-0.005152861654908425,-0.07025539430317695,-0.05219963070940677,-0.06401748542754124,0.012727203924363661,0.039484944209126,-0.015590266185628832,0.09145462332823433,-0.05771651758799963,-0.035431888607521056,0.0002827653310458533,-0.0023868497919525777,0.10310077223999112,-0.06677924250008123,-0.08779461158880625,-0.13571038556864945,0.09286982062556086,0.12365178411647326,-0.07812014769129991,-0.05436624000680749,-0.0671824707026214,-0.06519247820143141,-0.057752624137455924,-0.039805329647742235,-0.07264739597894534,-0.055704876574757214,-0.06941778440126509,-0.060092172713146395,0.12833223596092116,-0.03420486182624163,-0.02065066707115419,0.029553969983224737,-0.04180328542593665,-0.04180483205038217,0.07572581181718355,-0.04415455146883758,-0.04542317855997687,0.029380149907946428
Spermidine and Spermine Biosynthesis,-0.11532700440316508,-0.015737969525342912,-0.03349077472076713,0.17879932654450004,0.14859521301632062,0.011047255125456562,0.29819197224952737,-0.027269403940289302,0.08364542836267826,0.10745410345451224,0.14243627568068876,-0.1610788099226933,-0.19524654062133182,-0.1453417856606244,-0.124410040227471,-0.20106824311708119,-0.05412632717850483,-0.05501938867932712,-0.019912668039823653,-0.073914234133173,-0.01112742971284912,0.02943125766753076,-0.09445223109916699,0.06273036002575434,-0.11558532586901622,-0.016218190081135998,0.041916630122219044,0.10782202867161587,-0.02959437464352325,0.2623847711269363,0.11085918577831921,-0.12945718717735996,0.09636508360387297,-0.05791162348519727,0.07544575723412286,0.16068725930695754,-0.16340349806615426,0.14748328324756096,0.06213122361341122,0.04675945611989629,-0.1391730270068395,0.2571395920929009,0.19168670706241367,0.030988584984140227,0.0394768583721809,0.02879324370876421,0.0027136593023235254,0.20205662858665432,0.05421149600299524,0.014305558544196885,-0.021889822854703384,-0.0007974741449294914,-0.14865085120018462,-0.10425445526402943,0.025323484381770636,-0.006071670320684207,0.09596602501648571,0.03685504420009778,0.04412168706384464,-0.01981653022655337,0.10168951234302759,-0.0219980731328545,-0.18470080594288282,0.04667224430206209,0.0070668506182863106,0.11964872383726192,0.0025725462216611337,-0.054609232178600364,0.08302175468361452,0.08060410352706691,0.03778938993226869,0.02550772687099806,0.1399766850397033,0.10686581488264069,0.1276130608469094,0.10461691751253137,0.04320879152713283,0.045606347116578926,0.057016403297935385,-0.14358973838231126,0.19030656310060037,-0.01847531477600279,-0.007287029724663524,-0.05849162913066608,0.0415440033799189,0.09100575555227224,-0.04267503996582552,-0.13065817249930342,0.029649635461907065,0.03372155486657028,-0.016897816725552715,0.015533046831273193,-0.01717199269970608,-0.19048936272041095,-0.059510982160645425,-0.052226520423066,0.28743383370869147,0.03830558403597962,0.09013495000709121,0.06614241446158045,-0.11673795504801064,-0.1200183720482045,0.12167065028791572,-0.12083496299442613,-0.02944689135002089,0.10916531305718484
Sphingolipid Metabolism,-0.0022621354704524892,-0.028219063535984957,-0.06831323662672553,0.057520580642396034,0.007181810677845483,-0.04877119502241406,0.08481552355290001,-0.0645836290684404,-0.025485200091664356,-0.004427788858170249,0.05358398889315044,-0.0320779176559556,-0.050566480670627176,-0.032364659673299684,-0.036812607541048696,-0.04680665265416796,-0.054713012312468653,-0.027052937335589895,-0.03041146993931502,-0.07856564671274358,-0.08898486749100996,-0.019796074553303337,-0.08964578428642593,-0.0022661692341108992,-0.11089112312030652,0.05350841400244383,-0.07251246459699022,-0.0963576947639731,-0.08972855632002874,0.09492664620530292,-0.02273537462876157,-0.05606599420466338,0.05126841035623976,-0.043509888936173004,0.05971163273845715,0.011928017516005297,-0.034700580227512254,0.05613471459764221,-0.012535815322134792,0.043416200741259674,-0.0977028237269179,0.07286193681621655,0.07584628094685837,-0.07257160396579773,-0.06112231213005816,-0.08516503827374872,-0.07833746491350592,0.03575744652773497,0.07541489250067905,-0.0005042312256912945,0.09263816182247092,-0.02252933670330247,-0.010142127719280927,-0.00016187500080577625,0.04052091713669596,-0.05430609035260753,0.05810443982171237,-0.07170370944294137,0.09904097367784218,-0.04039032626384046,0.0669880532669803,-0.056880966602932154,0.010671067872631687,0.02962507220189939,-0.02569793179213451,-0.0340771389210771,0.07958740343927073,-0.010569207519770122,-0.00828010977223728,-0.06495993861153972,-0.07983602816973857,-0.09227902851002463,0.0009834118940092304,0.018984484690836984,0.0048223889678242204,0.06036432453440888,-0.06527243311288056,-0.05257548615272408,0.06501018604173638,-0.018550693783602884,0.10341077750106713,-0.06647254204972197,-0.05869425541095631,-0.07930121161969123,0.02093173578380135,0.06478676719198916,-0.06501446597316975,-0.07694385230415422,-0.0698419795230587,-0.06412476005463712,-0.04843283308527632,-0.027035949616515648,-0.06367684498650927,-0.058648764571341494,-0.06472695955025766,-0.06641395587770237,0.1258560832724974,-0.006654564796098359,-0.021884263125531878,0.03441853535577108,-0.04462522284377861,-0.05890152038465047,0.09156319079988277,-0.03639886895683933,-0.06087680648482403,0.040699200334431904
Starch and Sucrose Metabolism,-0.04151306358709186,-0.024159587080095548,-0.034693101440056245,0.07618014615321898,0.07113425942147447,-0.009508892951528609,0.17653654264102212,-0.023087847267029588,0.03943862880630543,0.06480908041506601,0.06959399926791221,-0.0733922753615207,-0.12630890376244833,-0.08684915469770248,-0.09874371102375618,-0.13452750056019097,-0.04751665684657886,-0.0465101429075633,0.01685689030408955,-0.035302290038685485,-0.01293272425649839,0.037705431897528785,-0.07187348141949063,0.01434395549461558,-0.09631649288031267,0.05219971715030159,-0.02668772286770369,0.03371065643719412,-0.02491935332017358,0.17259266332937329,0.03363057262607993,-0.13716755555825583,0.0988175445836651,-0.023361583240209746,0.06831205787652277,0.06812949769741779,-0.04598288734533733,0.060003893717786194,0.07779478124140232,-0.010233902779123142,-0.07677931614872638,0.2078964489904329,0.16594817050191144,-0.010632866294057084,-0.023003077936390847,-0.019179960094400792,-0.042579496702218,0.09643030788262566,0.04924669340525924,-0.004483477231189746,0.03426069529817699,0.035107265837014644,-0.08441351391125114,-0.06023467639924979,0.02804566068097757,0.02681709259972695,0.09836186955448563,0.006789974799406451,0.035298774382779376,-0.07777779542938584,0.12128524088411247,-0.03492199274612163,-0.10215366547456546,0.041979361763617565,-0.0120527576156692,0.049714548281921296,0.06971671587542666,-0.07486098040147608,0.0774946208815919,0.03258451433806693,0.018627809593773192,-0.03301931292891961,0.11824051813573347,0.077454461866333,0.13440722292319862,0.09922191903525565,0.0037389017059806275,0.008289158269559439,0.031402598739593654,-0.09089027692879445,0.1449254461312618,-0.028548174388991737,-0.018596277883611637,-0.04160620531955631,0.061412398425942746,0.07078975902919134,-0.054996922132762534,-0.0871056864057194,-0.026706432570819297,0.018928108296761538,-0.019595110096653195,0.012354686888108398,-0.03178202233984136,-0.09416486153481086,-0.05568985095406709,-0.04565446913485,0.1985957128498446,0.01831415157652267,0.024681271562868284,0.04082886337310177,-0.05035580736980408,-0.060948485269623716,0.10312001320291153,-0.05682067431234925,-0.05418853235246754,0.10722252115023365
Steroid Biosynthesis,-0.06573629818430317,0.013416892216988942,-0.08912176881693623,0.019804687963896173,0.053152329466505104,-0.03780997310684024,0.16673332597123489,-0.08683879371852382,-0.018841353405588134,-0.029237228053988353,0.06305369930446368,-0.14502696270597507,-0.07011615512459995,-0.009812381237473999,-0.029583183263848234,-0.08044598546240088,-0.12316646218405082,-0.05113558622814827,-0.07803896525371411,-0.115053854598299,-0.1251845571801386,-0.0512898495110429,-0.12157848663131675,0.002848959370598718,-0.15016965561484594,0.0553596606348064,-0.10128036624489255,-0.002524465462696281,-0.09156776178003222,0.09808182358385155,-0.0008526209484499193,-0.07360137388618954,0.018168021941070128,-0.10253443031141109,0.008763808738603608,0.0323556394151309,-0.016129909746362657,0.03839483898874168,-0.002721637719720199,0.035325723789096694,-0.16143467272958142,0.12430828483626315,0.08608712869925796,-0.09804101479081778,-0.09191560476123638,-0.10806888137314331,-0.07229628254822414,0.01834711845161963,0.04569172960510286,-0.04953527003157363,-0.014658774062624684,-0.0025683402275009596,-0.02571576464977213,-0.03348336885742711,0.0013840845990884998,0.0031903982131794876,0.07866166177851548,-0.09362539073632203,0.10478540145427107,-0.0537821361004548,0.11348119448664118,-0.05185318794018494,-0.0029102900157582,0.0017967364101642883,-0.07153598615980963,-0.0019895673113160843,0.0382695809334362,-0.05898485090258763,-0.050599108151468945,-0.04555974227510737,-0.08332226228913373,-0.11185295916486693,0.02909110523263902,0.030900743612357087,0.013735170280726766,0.059067869338790095,-0.1013390700507677,-0.10311990031724605,-0.017824145530312654,-0.055077178801305006,0.06560791596922667,-0.11723363821353358,-0.11683132921960905,-0.1136687645591424,0.03422114277091784,0.08876840833770556,-0.13268456315936064,-0.11243792423911397,-0.10391594498027516,-0.1160987519136517,-0.08632539728661376,-0.06374670085577357,-0.1129491076700211,-0.05570679677453513,-0.1293873835221598,-0.1355807672231584,0.14364057548708808,-0.06572768403649766,-0.059805156868727206,0.04677205600387091,-0.11285318230137403,-0.10236987168016626,0.06320782449136374,-0.08357589554017855,-0.03009658567655136,0.08805907326852348
Steroidogenesis,0.010873524550118223,0.020749888852470075,0.020014191390094114,-0.019287003027312052,0.04938178364268719,0.0617634103206774,-0.06185122853929697,0.04976167890695387,0.06075894369949995,0.038453115702463,-0.027498314660355693,0.03018844472715705,-0.011657165692365128,-0.0461327749009363,-0.05359970763726411,-0.028617004503239188,0.01840523151493778,0.09468823155393981,0.08053857622586512,0.08582352308001161,0.07720651155707878,0.042081998954974255,0.0430624087813801,-0.02904496352655297,0.09282239119300102,-0.0328898600915503,0.05737600664797659,0.06114067510067067,0.02166163448604982,-0.10761519562291659,0.08786188196442411,-0.016516547027621536,0.0025350245817889016,0.04376697019846067,-0.016293381680649897,0.003297791638633214,0.030707914174072447,-0.14267537418613763,0.04671232716777297,-0.14854790319737265,0.08874785131484447,-0.026549631013669292,-0.04319840431342405,0.08007324369798818,0.025730466533599547,0.08048563719473649,0.002992993569328567,-0.022816589224864403,-0.03727952718434194,-0.03546000585358941,-0.021390441471897267,-0.011278874111392504,-0.019075241033193913,-0.08906762445478855,0.015004163938869748,0.12370317474245986,-0.06821855220117355,0.09545568380026587,-0.09397910370295862,0.033428709505615876,-0.04450349393729896,0.11147743661010664,0.00042773250846404496,0.002773088687694575,0.030915296160714437,0.045048865181176415,-0.04285615358796249,-0.0506697069342626,0.0371373930631769,0.12098383340281159,0.10219766404967467,0.1141044442645475,0.05917751671837395,0.010960349682250762,0.04051052250158172,-0.038267514120015694,0.09072149114993559,0.06868168186572593,-0.017185843154338017,0.031115622179016967,-0.11002593760879843,0.04976451450913169,0.06159919786727224,0.09812439350944101,-0.04536224193920111,-0.11033626495532287,0.0870609973487907,0.051213317776163184,0.029294618807470276,0.07209964380295024,0.051186115599787925,0.05528674381889465,0.06263537855111984,-0.0023314361900278672,0.049111555740909044,0.036442335663551706,-0.12137081156200025,0.014102422224770423,-0.041489187886945396,-0.004834469588211246,-0.0010782695358942057,0.033340184427910646,-0.059878377584017754,0.05301804963877832,0.02635560858767142,0.004292425912263556
Sulfate_Sulfite Metabolism,0.031659973135602065,-0.0224865513320331,-0.024280049083926242,0.0619536857262366,0.0009434140987948878,0.01129218710469825,0.1739916270189533,0.011804878769821467,-0.005537692519969023,0.07350459836976908,0.021008192652423218,-0.02970293354247457,-0.06978308908983022,-0.07538045208328455,-0.07706357408123111,-0.07523279148205482,0.002823352280601451,-0.020019656519324025,0.014939782640977886,-0.04384835427005145,0.026518376159309447,0.04830653359255934,-0.024683753230583055,0.07225585981498907,-0.052546949705619315,-0.028349000736516177,0.013025745520754223,0.08351020198356877,0.030069231764666807,0.16232350601625625,0.02265718344079394,-0.06414362306464934,0.07149918572338451,-0.027168390031097955,0.04740153330660234,0.04655196905617857,-0.06238508646536861,0.008198504771789163,0.08857532546254256,0.003260257236691646,-0.0810633717551162,0.1777676916062633,0.1483933855741192,-0.002314671540159824,0.018902402981926136,0.013559987780246826,-0.03169813323908331,0.07566350863340467,0.08406692302546727,0.019077871644433465,0.030741511116057062,0.013547146619345626,-0.0156032933030446,-0.027339431999163832,0.03200748943057547,0.05230965840884529,0.09865393416655106,0.019059551845208977,-0.045793449110177055,-0.10103125325307409,0.11840018328570152,-0.026068937680558384,-0.1513835581224091,0.004950482271071884,0.02272576290092686,0.048127203132720904,0.05315839186088591,-0.0578622288526038,0.09858074362096265,0.024510612340780363,0.035116734722486824,0.006809043579463575,0.12626863458054893,0.06665086042952433,0.09501485827109869,0.08471466220409511,0.03135754396197565,0.03511203828759374,0.033205419002138734,-0.052670224874629974,0.09515954109836806,0.04204897041768387,-0.010668446432207426,-0.06191850059358781,0.046246588040428194,0.05438184379554265,-0.01581258619758555,-0.05992324555674385,0.013469285445579118,0.0028282039121929523,0.008055488659398919,0.02956841415198724,0.00604146907745981,-0.09595433039890737,0.01235509050391286,0.0058732026600742115,0.1563422055052849,0.041139106122792306,0.0042588086205415,-0.0018517831555301077,0.03606493433879291,-0.0026150180702434515,0.06634544818572585,-0.05923542143486901,-0.030192783587375423,0.07422769182890283
Taurine and Hypotaurine Metabolism,-0.017691762091770563,-0.020641935301550007,0.06548854857481828,-0.04667489286644887,0.03517039092777363,0.1351543755270695,0.1022028998722252,-0.05428729363656034,-0.02770125433654605,-0.014680212775253821,0.05189542704955981,-0.0626255607050464,-0.02705540027907911,-0.016707229682655693,-0.062841051574418,-0.049009742990993435,-0.06472138213624383,-0.03696740538102738,-0.0683944834725591,-0.06428273787496132,-0.0454460027519931,0.007256782545199647,-0.05524719032114358,-0.00946344286798394,-0.07491081996112751,0.037928908587639955,-0.0387863297704787,0.041418623309797106,0.02477065991009829,0.04817243275336901,-0.049854785696603586,-0.032501134273532614,-0.041282439230161005,-0.09462033241276943,-0.017939128970786603,-0.030569316319919836,0.006890373357561758,-0.0812656210551139,-0.03197624039562702,-0.009054513889768422,-0.0016557071655575462,0.12272236338940365,0.05887285402853616,-0.02809763488720381,-0.04705128687511202,-0.023009901013328407,-0.022448083115897306,-0.037790822981452976,0.019328974103325226,0.01617698213596862,-0.016494659374882124,0.015404430019284317,-0.0028757949449126742,-0.00485625273240721,-0.03695884811556828,0.18245999473830093,0.04857416525533164,-0.04173428039238354,0.11096271053697335,0.00518858160424903,0.05042843864085953,-0.012058603412742199,-0.10989087123871984,0.012786846299577787,0.0014678076381734462,-0.03119874761481143,0.05591335886892579,-0.10400528007813367,-0.0015086815471897913,-0.07814597826930034,-0.04650943943629946,-0.06860655065265506,0.0005297006058147535,0.04257407448929588,0.02671567107579089,-0.0902692271956643,0.00332852067143366,-0.031494684214492454,-0.058627493529150906,-0.0097870491823606,-0.04302143883356517,-0.0332930563738066,-0.0932644968761929,-0.023869852307881346,-0.01809094360944903,-0.021361614188487976,-0.08970242395754505,-0.06669479827624437,-0.05562146877904004,-0.03662542972580067,-0.01034883806368678,-0.028620198847738622,-0.05418064876805344,0.01752257547076527,-0.009996496602591404,-0.012883271008429491,0.07285467625221068,-0.037912428913845955,-0.013245250428349531,-0.04222351432181713,-0.05765600780212719,-0.010332923805025285,0.02524059964812908,-0.02154543981056606,-0.058095246520426726,0.05924844873424031
Thiamine Metabolism,-0.007634104024807636,-0.030241683090555055,-0.08627967019663729,0.08703293510832888,0.03315796849991348,-0.06524088465519015,0.28259256955090634,-0.06783641873959464,-0.02731291441313801,0.030367471788955623,0.08203543220758835,-0.1205329870730376,-0.14780802652675298,-0.11954598625826304,-0.13507295013578496,-0.1573107488298917,-0.087061375619473,-0.06496267131322238,-0.03025987249090325,-0.10802526331835673,-0.06478913678890638,0.029176042922670873,-0.11591723412316249,0.050048004177993814,-0.14471235661457332,0.04775150099861132,-0.09554170553595417,0.006248648589952881,-0.023004200013731338,0.24547729930169077,0.0006547442580815896,-0.1463515846286836,0.14326342115382765,-0.04759789679433177,0.113144589868083,0.07106193909739661,-0.06919450277447348,0.025358376232840898,0.07351195716274504,0.053407024741682456,-0.19217355355464158,0.23763884001022362,0.2109805262419301,-0.06513670552928935,-0.017102797939692334,-0.07755234317385579,-0.08212915260916609,0.08934209073773426,0.13679044339793833,-0.02490288759242075,0.0739852801810102,0.0005232896864069067,-0.05452645082106025,-0.061191367856031936,0.05185652038745684,-0.036474386990466776,0.12880945736908528,-0.05264735241904479,0.06867770733892625,-0.1098494900954529,0.16216228565063218,-0.10823152196211483,-0.11734518929778956,0.045856465275878305,-0.04819608028842727,0.021681120523120625,0.08484153025424136,-0.07397356272048197,0.06706896553988641,-0.01969799423825598,-0.035542248456282566,-0.09116372759412375,0.11788153533976387,0.09273308035662367,0.11397509587518308,0.17536779971627386,-0.030726790661076885,-0.026586836477082765,0.04554893457735018,-0.09922577286059432,0.21935704297406394,-0.05336885299287246,-0.05200779617837137,-0.13434385746725724,0.05832953093386131,0.12010874213569331,-0.10551532867576799,-0.12457523053966948,-0.044499561379241166,-0.05374497215079115,-0.026128119637156742,0.026430024475387427,-0.03907971528997839,-0.16995927878153183,-0.08032324432321791,-0.09421416186013054,0.25946767659510406,0.02367777630662027,-0.06536763048286462,0.04002285659956228,-0.04282179322385704,-0.07012811885118131,0.16992984870275513,-0.07962155726592629,-0.10135046074151678,0.13265296434251206
